l;a;b;is_ship;size
10.575953490511372;-1.9648163639530989;-6.362890954372545;0;5.25227342804663
23.718110676012135;-12.14541799769723;8.33014386508439;0;7.454141078146678
25.577462525409576;-11.07715528510006;-4.985027259042912;0;5.5909869805108565
28.569473482804728;-8.215834437307846;3.166136369559464;0;4.07753744390572
59.32022823755777;-3.970790562281856;4.713986236158182;1;4.356708826689592
21.23727676452866;-11.791684657474205;0.722002812918284;1;5.8522024797744745
58.660129930172126;-3.7741369450078386;-4.537453125451458;0;3.6109179126442243
31.904209183677192;-8.068456478552545;-8.165353306596955;1;4.248495242049359
16.746927913929966;-4.757729565721083;-9.74793730871407;0;4.5217885770490405
32.769671274491415;-4.948710425710243;-0.6335767991201169;1;4.532599493153256
20.738203588088727;-3.093694917172623;-5.546222197603244;0;6.0844994130751715
32.953902428726614;-4.345071530333921;-2.5064890993373803;1;3.4965075614664802
13.852861118659119;-7.604793416208636;-4.649420525251565;0;6.023447592961033
24.665871289310356;-5.231091810054988;-7.956198524774411;1;8.2409125416889
18.465310744327002;-8.514234083648471;-10.85492126282584;0;4.9344739331306915
25.250074192379497;-7.866970899185769;-3.31654234672923;0;5.4510384535657
36.94019213894604;-1.6594231853039618;16.48228740676145;1;5.831882477283517
12.268706542793474;-7.142665829631245;-0.2401280500711187;1;4.0943445622221
26.374995549719348;-3.802866766997045;-3.7083479500129175;0;6.790097235513905
26.072018356704785;-7.653540825471189;3.2448949920180707;0;1.9459101490553132
25.904023263606888;-6.751246555702283;-7.920180204560763;0;-1
11.620841092934514;-1.011167428679963;-11.828684311854582;1;6.173786103901937
30.447662316517764;-12.788357367361103;-1.0721289852306675;1;5.19295685089021
24.540517062721694;-11.79092713572703;2.4291107923076356;1;3.784189633918261
39.935650064888186;-4.282849868127535;0.00030454645376683703;0;4.143134726391533
31.689554014835796;-9.3678491493149;5.9035228214695055;1;4.927253685157205
27.346130200174464;-14.960677233831385;8.498536074402258;1;6.418364935936212
19.718400984312236;-8.292217281339429;8.380236339621181;0;3.4657359027997265
18.554776390480715;-9.915926606697258;-2.378907048070116;1;5.963579343618446
27.16784457392734;-14.729985376068356;8.955289987668502;1;5.703782474656201
20.34188910771989;-6.580607649816927;-6.850803369859475;0;3.58351893845611
46.238957445216265;-6.269589433389583;9.402333900469126;0;7.5126175446745105
16.669383375173236;-4.226187656184884;-13.686062286718544;0;3.4339872044851463
8.046692990962006;-5.753953969182056;-7.557902073813512;1;3.4657359027997265
74.95609289856698;-2.1113983236190568;4.618959553618993;1;4.844187086458591
9.696619419926071;6.080915699653482;-21.323839779365674;1;6.565264970035361
39.76815678135261;-14.326545226033893;4.739418172594483;0;5.220355825078324
34.959716877384054;-10.79336537758135;-3.9083269005014305;1;1.9459101490553132
24.806127829368155;-9.502610577272357;6.366584541481548;1;6.78332520060396
29.47765484218583;-11.496503542607961;-12.615144969677186;1;5.0238805208462765
20.29001858733889;-11.483470313683156;-0.7329650817840795;0;7.984462732262196
27.859727748945836;-6.739257463141055;9.074194333074267;0;5.117993812416755
16.44906240189563;-15.034308484005233;1.2455669488055205;1;6.278521424165844
30.10415048769643;-9.4631377862779;3.7746229936802576;0;1.6094379124341003
22.500724300607228;-6.129782948924698;-8.420345324751063;1;4.882801922586371
13.66178629577483;-0.7531481280028098;-9.61309186424719;1;5.605802066295998
37.70323655998888;-15.205444753766614;-6.8598229362272924;0;1.791759469228055
26.831367101102828;-15.566828244036962;-8.30164198343305;0;3.091042453358316
28.22984006542605;-7.901389582792951;-12.294649212482485;1;7.323830566202317
39.911791742534;-0.8985716770758712;9.427432963564257;1;3.8066624897703196
13.854398029559981;-10.67559130990754;-0.26414650205406803;1;4.060443010546419
57.108234266396785;-1.0385867855063207;-5.390734442572534;1;5.66988092298052
22.922373748576383;-2.721095537072597;-8.305093540695193;0;5.25227342804663
36.39333010697572;-10.44845797343443;5.043958914694791;1;5.5134287461649825
13.423341925432817;-5.611619566721677;-8.657452964283468;1;7.3987862754199485
22.391437986322085;-4.20416622277804;-3.695561778005307;0;4.532599493153256
50.401873140829494;-13.311445219513512;-8.738814272456182;0;7.275864600546533
33.60515044808496;-6.347740740662818;4.7839791226012425;0;4.143134726391533
5.101160857130555;-1.6482590257287035;-7.018792495561703;1;7.044905117129371
23.399163293686897;-5.354338169729733;-2.0246218302223262;1;2.3978952727983707
43.93930959665001;-11.248662566892278;-2.4274291080900614;1;5.153291594497779
25.221921545603102;-8.217692836192366;-9.647336847550026;1;5.8888779583328805
22.641720399667726;-12.35335173258058;2.7496689257121436;0;6.99117688712121
43.12543419934729;-7.364900928781637;-8.009882235588076;0;8.19478163844336
59.00157704519615;-3.390137205730838;5.753793820400803;1;3.6635616461296463
33.132771892188494;-13.401323565539547;6.922821141356413;0;5.700443573390687
33.14471077562302;-8.4186808058435;-5.319223185393725;0;4.248495242049359
11.275550917063441;-8.204271556977968;-5.325572100191738;0;7.374001859350161
23.055529681913825;-6.684160554656724;-11.498946670248847;0;4.543294782270004
30.971578174071972;-9.188778126102683;0.6739042013039884;0;7.909489492673759
28.324037300222116;-5.988958895553969;-13.106046378088234;1;3.58351893845611
31.657560374903873;-4.6921420185771;-8.6912741162589;0;3.9889840465642745
55.99198135995439;-2.989568093520852;13.53685715504347;0;4.77912349311153
19.796922737847996;-11.68249930858037;-5.780814858305294;0;3.7612001156935624
21.534044434011385;-13.31423484337092;-4.0693840081391635;1;5.472270673671475
46.31812673666475;-13.98837559848666;3.723361412772718;0;5.924255797414532
23.71266926959906;-3.344732644072407;1.261240216480654;0;3.044522437723423
51.092568201778526;-0.039968407222908064;14.918051269242893;1;-1
32.837702902468145;-10.806766508579681;-14.037649151796385;0;8.150179269682326
57.38454783016952;-0.17647666832675776;9.98488651961487;0;5.877735781779639
34.71010644742255;-6.224804554145008;6.097360484373332;0;-1
28.1212613163839;-9.933390427357313;1.143842764693679;1;4.61512051684126
37.02384028246544;-14.376389651666036;3.0454486547931485;0;6.985641817639208
35.87603381986601;-14.527795474685734;-4.968840435621413;0;5.802118375377063
25.35737673073084;-4.538039984701139;-8.055978378809222;1;7.3901814282264295
43.557743959385135;1.8580610520498335;16.511074132040687;0;6.597145701886651
15.94121195630636;-7.173027192904336;-7.446042416651874;1;6.251903883165888
40.063876389514874;-4.910686212544377;6.964472052523939;0;5.733341276897746
25.55922398182041;-8.77948125663692;-0.8650455744659684;1;5.187385805840755
18.1904295096795;-5.74263850277314;-8.798783548891622;0;6.8885724595653635
43.52942028747364;-5.246195209939341;10.184860853188301;0;-1
43.18566086474752;-13.29519623500984;3.970321552688711;0;6.118097198041348
38.23028838831059;-3.7148521868199538;4.375214923946216;1;3.6635616461296463
40.26177557223714;-3.6733308388845165;-4.303707292773164;1;7.723120092266331
31.102471901970983;-13.206448560780292;0.7413428064914608;0;7.578145472419466
30.58821502948996;-6.909776782745545;3.325187382895585;0;3.2188758248682006
68.85995756866727;-5.748328133382693;4.07406830225298;0;0.6931471805599453
22.046140135143627;-7.608290128236181;-4.916994733338255;1;6.1092475827643655
13.159182227624228;-2.6726854067820147;-15.338757471923499;1;4.406719247264253
21.652354050782982;-17.447808254639213;0.43942086290492655;1;8.040768994367578
30.108513719485586;-8.050643252680494;7.132598274432248;1;3.6109179126442243
23.219024093270697;-6.821726292056231;-6.796353195068889;1;6.548219102762372
42.85809898821735;-3.4832065783254507;-1.580759862190649;0;7.927685045615778
41.79093451138938;-2.435674442263873;10.21117022668505;0;6.942156705699469
34.6965265047723;-15.191320885472813;-2.451317520579697;1;0.0
24.975434894508012;-6.134336034001443;-1.8645661715057729;1;6.3561076606958915
27.041028420181714;-6.032296096148928;4.245501045296665;1;3.4011973816621555
28.026185866506566;-7.3354894800062755;-7.873777693731749;1;4.983606621708336
44.96896070008697;-2.687920583350628;2.5906489583111925;0;5.337538079701318
22.190639524978792;-11.593291670076201;-0.7660262510883548;1;7.142036574706803
65.24195749886441;-1.750228617274069;10.257362174496258;1;4.859812404361672
37.203707966081055;-9.357854017286265;5.075332270814907;0;3.367295829986474
42.628051626690734;-11.08437484127544;7.2682227749691855;1;6.513230110912307
32.726836336755454;-3.0337925095021485;6.639316346680844;1;6.180016653652572
45.07865569265184;-10.423824654438087;4.393846623533791;1;3.1354942159291497
60.38281154790414;-14.413529882231757;6.367231192608423;1;6.2324480165505225
25.468122305628384;-8.326958325917497;-9.093506966181293;0;3.8918202981106265
45.43474150205538;-1.3683603001395381;8.680226592745552;1;4.465908118654584
28.979468737702355;-5.676858266823993;-5.940572971376304;1;5.886104031450156
30.676177210720855;-3.3504497120794534;-8.28749425866669;0;7.026426808699636
45.77564496302406;-0.4928234218361403;11.472371536165376;1;-1
37.81517578225257;-9.57335923490892;0.602214264654484;1;7.77779262633883
37.09991984714109;-9.836912783052684;7.375670813913909;1;6.040254711277414
22.341172944682853;-5.9650332445534655;-7.8253592437040105;1;4.465908118654584
29.313993981429277;-11.999827593252782;-7.281024942891154;0;5.43372200355424
17.844512061971955;-10.926283502738517;6.542750090856621;0;5.8888779583328805
41.315360937205725;-11.32311809910596;-0.37680634260584456;1;3.367295829986474
47.76447892852708;-2.4755682539678108;10.288886731382355;0;5.968707559985366
55.37948264812999;-6.346203078802875;5.938317640605278;1;3.4657359027997265
16.656860277565958;-9.540065180021136;-7.70966397152533;1;4.060443010546419
26.62129838446949;-8.270251077408316;-17.90550525833201;1;6.175867270105761
58.74719006341989;-4.4664459195761985;-4.0865639271946055;0;-1
58.05467209785608;-10.862604105706364;-5.163736610634469;0;-1
18.512378433789824;-7.975362686264745;-1.4060161307683225;0;-1
14.683706080746564;-5.75843318620637;-10.65378745302985;1;0.0
23.699795817251804;-1.1777069928517105;-3.727134557871337;0;-1
7.1031863147755026;-0.7888090168487873;-14.2930605090829;1;5.017279836814924
29.957668225791558;-1.5667568949778974;-2.665299145537637;0;-1
20.78095547633789;1.430309041304888;-19.939982006678996;0;-1
60.08067903922223;-4.895813406202887;2.8035854834224327;0;-1
6.6175281793065155;2.548195310165251;-16.965543069031497;0;5.736572297479192
46.33194320345666;-0.4038590700993771;-7.009027448361144;0;6.253828811575473
37.832424135177206;-0.0877109838773175;-2.0582074756911903;0;-1
61.24518245962089;-6.061574053250923;3.973934380052121;0;-1
5.80981925157381;4.709113780025812;-19.602296559704325;0;-1
13.500689191329435;-6.297440202620852;-10.279509098896037;0;1.9459101490553132
14.508176281589654;-6.272813626366007;-13.450558134148004;1;7.817222785508166
6.9012793549686755;7.737643032246808;-23.981341785217868;0;-1
44.343175667212755;-13.007010711579673;-0.23100954856720848;0;5.056245805348308
56.74936351609339;-4.426944547305737;0.3584281303983857;0;-1
13.42425587562902;-4.47356071573811;-7.021377047980902;0;7.57353126274595
13.577867361743069;-1.135695701710815;-19.089938169346542;0;0.0
26.19197592949642;-11.7190528318127;-10.545803265388557;0;7.359467638255621
15.17361222842151;-5.904910667344864;-14.486418823427154;0;-1
54.597466883623625;0.15660515822888596;-4.380753476216368;0;4.890349128221754
14.41232546597601;-8.368826886969892;-6.783977382915142;0;7.673223121121708
52.021516009134785;-2.266605338517356;-0.3995142266574964;1;6.695798917058491
23.89104146852391;2.24283036602301;-15.984582057959175;0;7.027314514039777
11.557735796132452;1.051359166090254;-11.777151883195485;0;7.784473235736469
15.984617385885677;1.370262571868655;-23.939608274406666;0;-1
14.385138298056575;-1.23607065020918;-10.154100586286152;0;-1
18.871911936699885;-0.5319660456184846;-19.248833483308143;0;-1
15.515858348899867;-3.5350560201167442;-4.405794685177506;0;-1
41.67075389275897;-8.579164731905612;-13.755353936015522;1;6.745236349484363
98.41373563521;-0.3436416935448481;0.06982224333846346;0;6.542471960506805
60.46042312095392;-0.32652375102756726;-1.9528643149955254;0;5.043425116919247
16.72611478081412;-0.7983286596903048;-8.543273672307036;1;4.2626798770413155
3.308845299974306;6.046540320971332;-19.032541994867408;0;-1
11.103790915402321;0.3424501159576398;-16.658226964712096;0;-1
11.057869190869694;-2.3810443102633467;-12.417680260343147;0;3.6109179126442243
69.01120357974969;-7.551069332710234;2.286785988976134;1;3.1354942159291497
23.667225017490765;-1.1259268824089772;-12.263498853174493;0;1.9459101490553132
30.53326630749536;-16.66753276884455;-2.782401154933695;0;-1
14.666011573760187;-0.5191986586108706;-19.100042616523496;0;-1
23.275548761573827;-9.996412586316474;-6.910761532903134;1;2.8903717578961645
36.33415228501506;-4.743457792374624;-0.8604355974496968;1;-1
20.492021150613454;-15.314481225198442;-3.6160492003696376;1;7.22983877815125
2.5653608051745795;8.467718744303683;-21.511998093566667;0;-1
16.690103209149758;-1.7194911105436774;-8.731410978936749;0;7.1785454837637
23.656912699798443;-0.6862514032698906;-22.38014387031016;0;1.0986122886681098
29.578244137643896;-13.249295390148667;-9.888029064767187;0;5.153291594497779
24.692590199314374;-3.6545885938801854;-7.3436411426634765;0;-1
20.317840791552484;-0.3546365460422909;-8.731964946153292;0;0.0
11.933796972071077;1.9624981408256923;-15.782531179804412;0;-1
10.915718759387989;1.2565823956050144;-16.207683926966926;0;-1
34.523554818906575;0.23990004822687247;-2.2445910832665947;0;-1
53.28043046924595;0.13056006336341136;-9.213025186920797;0;-1
2.1742615164428543;4.385120604010375;-14.237428417116831;0;-1
12.809966541384057;-3.516541253996115;-13.144025148294014;0;-1
59.01997177855972;1.1534342587893656;-2.3301929583438583;0;-1
5.281755342157484;3.5772997991995203;-17.670249767405682;0;-1
53.095866880948606;-11.373645953843809;-1.7766743709084216;1;-1
45.65629154103596;-1.547912711724306;11.056865152637949;0;-1
50.74961287092712;-0.7050719121430715;0.12641658146099669;0;-1
15.981371742208532;-7.169141776004204;-10.499912698282792;0;-1
16.216254016461466;-10.220238445603462;-7.994428342590947;1;6.5722825426940075
21.716822651952064;-0.4741831872757046;-2.9371295237976844;0;-1
8.423293954871845;-2.594245154491476;-12.881161454539386;0;-1
12.912007815298395;-3.9949565523829866;-13.457917070018198;0;-1
21.875026852904945;-0.6088167302074773;-10.972700474337339;0;-1
18.777013462674248;3.545131993688498;-25.758165200134947;1;1.0986122886681098
39.26676684069003;-0.8972034596017094;-4.435405544106166;0;-1
2.922592446695832;7.751743967811391;-20.76513896075251;0;-1
2.451716260357906;3.997071070852624;-14.369446457965362;1;7.313886831633462
32.94568659722028;-13.279832348002493;-10.707407660712427;0;7.207118856207756
13.234640943483384;2.3239098734051806;-23.009742165119082;0;-1
39.730412765478306;-0.7599447112994322;-8.864490986006953;0;6.625392368007956
41.111289358543985;-3.475985809513354;-16.980898145379488;0;7.930206206684683
52.725624939398195;-3.7708889798891345;2.6771508652689096;0;-1
32.93932868411584;-2.602153877566225;-11.997156069409554;0;-1
11.78748547841827;-9.22286286135428;-7.033489298860207;0;-1
19.955553663259185;-0.9010639720313972;-20.009310545980615;0;7.438383530044307
12.206143287804956;0.33892052550905044;-16.06659772924668;0;7.2399325913204695
9.477912955008485;1.1773145347224263;-16.9628948551488;0;-1
51.62878525249677;-6.657512779682212;-11.887311815427756;0;0.0
22.929129458297812;-1.1261518920211975;-8.6342473333313;0;-1
26.0152713621403;-14.062985449073532;-6.316601363945598;0;-1
2.2465590259359867;4.631065715222074;-14.678720150943418;0;-1
26.54575922655063;-2.5923621669480297;-10.188041507271652;0;-1
41.32686570211155;-5.936381511087692;-3.0270757380623294;1;6.692083742506628
34.2112989528154;0.9068703946314005;-9.201434729895409;0;-1
10.496215628708443;0.10690981070804598;-17.09869597096625;0;-1
59.98280882319747;-4.3636328658092465;1.7917273955963426;1;4.382026634673881
45.91374676787766;1.0773197584772716;12.176824686483796;0;-1
31.205419662297995;-1.6775142083815051;-10.666706621686737;0;6.582025138892826
48.3550598606663;-13.105732583897627;-6.983330462795486;0;-1
8.642155270890855;-1.5962483547159345;-14.813464996631446;0;-1
51.40746289582788;-0.5227615721212353;2.832563616303238;0;-1
12.544711260364615;-0.9464351202530451;-11.947547985966022;0;2.1972245773362196
38.47765038421823;-0.6798971262352052;-3.824315548690329;0;-1
25.487990522051618;-4.017772669849397;-8.574670252002102;0;3.7612001156935624
28.448184228164045;-0.6800028698286977;-9.294730123003694;0;-1
11.318858159053327;0.3208803307868986;-19.310920780642263;0;6.489204931325317
35.476020043402215;-9.473045341177043;-15.346514843842519;1;7.338238150065589
13.4089286384781;-0.21526176321675053;-17.44896171931306;0;-1
17.048707826760722;-6.155616575870961;-15.22145353359775;0;2.0794415416798357
68.21784557783464;-2.6751398987645376;2.7405040637108566;0;-1
12.36621995491982;-3.7873702003524254;-12.465377541796293;0;-1
53.73044763879627;-1.1712965861475928;-3.630216820907275;1;0.0
8.38887512544391;1.4626832770535632;-13.95837099505778;0;-1
11.797968930420106;1.4071530242203805;-14.83983720539935;0;6.335054251498059
40.9027509732957;-1.4513626147311118;-5.172662870244619;0;-1
4.452847719737283;5.14773369825572;-18.210658071185012;0;6.045005314036012
30.328810153601744;-9.244620153844364;-18.206345138714124;0;-1
33.27416338838262;0.9948129050109418;-2.4717197509005975;0;-1
17.922748601205043;1.852527974476808;-14.011079395431658;0;2.70805020110221
15.079203553733201;-4.645116489132115;-10.548886046923839;0;-1
27.20773507394414;-6.940792045538321;-9.73370136774157;1;6.584791392385716
24.50075726758724;-3.6949609180140857;-22.187683965332262;0;-1
29.116821296315802;-6.492830558146617;-6.036587542233977;0;7.527255919373784
19.546084573207583;-9.462188870622294;-13.161816726197834;0;-1
1.8929066733604125;4.589387689027931;-13.737250748998202;0;-1
21.64436918229764;-17.570703088754673;-3.5241386395048533;0;3.9512437185814275
12.705281557750617;-3.1712929103897753;-13.126501893755442;0;-1
17.648000235637312;1.3123943260828208;-17.023767448198267;0;6.8885724595653635
57.25553872586186;0.9936417916124056;-3.0479067781982248;0;-1
18.696603184544696;-4.305031474815234;-13.380790945303358;0;-1
19.117792362252086;-2.622818961527548;-17.676488289912637;0;7.135687347028144
10.608364800170428;-10.94981134385554;-0.5940081191047963;1;-1
6.900906865270496;5.801829641530443;-21.64554099375638;0;-1
9.021170279224814;-0.6629600275705914;-14.175880804757444;1;-1
35.34630906680697;-2.6999046122352484;-14.2762054698075;0;-1
21.86655050362954;-11.296725514608319;-7.410987189942365;0;-1
32.05490760790621;-14.254017637315732;-9.356873708614987;0;-1
12.048628566416895;4.157780252149181;-23.221252904814573;0;8.229777750081887
8.577425214441838;6.604153477055681;-23.963662780168804;0;-1
35.481579804199;-0.7316318588280589;-1.8493083630760192;0;-1
8.560387774440994;0.6117406442471952;-13.266981369599751;0;2.70805020110221
18.38364146427341;-6.313867140098122;-8.582678070459641;0;-1
19.986351359153538;1.601923014666512;-14.854815185765315;0;5.602118820879701
33.786126372967395;-8.084637366208735;-7.851286820390633;1;7.779885115070522
40.8570196139533;-14.26172229923837;4.7911782043804285;0;-1
50.065801907026874;-7.1488060208294195;-10.311462279438677;0;-1
3.4468480258555747;3.9367649862719016;-15.599496373149325;0;-1
34.9482917989902;-4.775358762155788;-11.799554991012313;0;-1
29.57401367043478;-16.081138231852307;-5.812138961423387;0;-1
10.777222187387896;-0.3179163866608737;-11.495868761561594;0;-1
34.50800422161083;-7.583273751197437;-18.26993904176984;0;-1
99.36608697068007;0.06527846671134638;-0.07043781090282292;0;6.716594773520978
13.571633510261753;-0.5521583266303343;-16.99153758549239;0;-1
54.564520141216;-0.4971346406958652;-1.176170728964091;0;8.133293861222633
13.482413507094304;-1.7995645387967656;-18.299776851045863;0;1.9459101490553132
58.251353980814834;-4.003481663628133;1.7209615654663668;0;-1
9.382074890252737;3.187279274500087;-17.862565569368797;0;-1
25.058834342079834;-0.08029209184593374;-5.623002695989284;0;-1
47.07081170913071;-5.6358712719164235;-14.524040130033647;0;6.704414354964107
38.274697285946665;-9.69498138007323;3.783471032128565;0;-1
39.58511337529195;-6.252224251264838;-14.975742832911882;0;-1
51.845992595574344;-6.245270113089377;-15.78431943742967;0;7.8868329989550565
8.568583610281372;0.6695110832677176;-14.828839165782528;0;-1
18.549983500456058;2.601830461750969;-15.713584221133987;0;2.8903717578961645
61.27555121237357;-4.599417859395405;4.0309414115989135;0;-1
15.772946667696074;-5.747034460267835;-10.0188210590997;0;-1
9.873275514527744;-2.5731459360800155;-12.812593229495137;0;-1
50.4796569585642;-3.838153333516182;-3.6735779362539946;0;-1
45.11747482705122;-1.6451734993784994;-8.249381019325313;0;-1
46.98735709127144;-5.3316844197796875;-15.387641847351391;0;2.995732273553991
20.041274946934216;3.960437542256657;-18.028924644334655;0;7.80994708647679
54.99911669189291;-1.2983798714599322;2.921951749341952;0;-1
22.816173452197074;0.25320493477518;-13.926003734567685;0;7.8009820712577405
12.396621194235529;-3.586249324649064;-9.762179935996224;0;7.794823152179389
50.99319021849756;-1.8727764365205186;-5.017340115925958;0;3.8501476017100584
2.30899674683277;7.12801123095728;-19.268689958593;0;-1
73.38053262284319;-5.012090448150214;2.6145396508929157;0;-1
43.16360196809597;-13.689739783821167;-0.7281317374801468;1;-1
15.36356033521817;-7.615195661111632;-7.7829532421195164;0;7.778211474512493
47.08767678253465;-8.177746791855178;-1.264354411764397;0;-1
80.5147770071929;-0.6345755758707811;2.1002176326828583;0;-1
18.23082912240236;-5.288662037706237;-2.797351744165324;0;-1
22.231994941098694;1.101237799980257;-18.898586982614162;0;-1
16.235564587062633;-1.9327886150059375;-8.251948903441523;0;1.6094379124341003
45.22958349583672;-2.552409255264988;4.517064367483212;0;-1
18.73630778157425;-7.11520444129254;-2.489603033615479;0;-1
35.476456941302246;-10.798466207862951;-18.034856150414583;0;0.0
2.361447429945374;-0.922572909165412;0.4020936141962043;0;3.5263605246161616
47.62891535512691;-0.2840303109973385;-5.80377629838396;0;6.20455776256869
68.05505330641047;-1.488316801478407;2.529823258860233;0;-1
12.650336613961269;1.2002113596656616;-15.290041684705866;0;-1
46.75618648188246;-1.3621354355855138;-6.278166132065753;0;-1
3.890232158644982;2.597819072551812;-14.528052664928257;0;-1
37.985655589221125;-0.19479807581497932;-2.255048260238759;0;-1
4.543333781185145;3.7067357678752373;-16.987003756379973;0;-1
14.77227339567033;-2.9474327550906154;-7.452883168455124;0;-1
52.52950607907505;-1.9983068458409443;-4.157534088226261;1;-1
8.244030165459655;2.0996096425743502;-17.782260303831322;0;-1
16.463737168728137;-13.00779823254299;-5.929641993462446;0;-1
2.140235620917243;4.089774405676167;-13.26199352262459;0;-1
19.312184689062025;2.2078712802015437;-15.574282846659324;0;6.049733455231958
35.236487721051745;-9.591413460221423;-2.7039634482320176;0;-1
6.514605313719086;-3.0777012283161262;-7.291711971038223;0;2.1972245773362196
48.51179671347043;-0.5777686468126273;-9.477554721445603;0;6.539585955617669
